iso_code,date,unemployment_rate_idx
PAN,2020-07-03,-0.39108695652173925
PAN,2020-07-04,-0.3847826086956523
PAN,2020-07-05,-0.3784782608695654
PAN,2020-07-06,-0.3721739130434784
PAN,2020-07-07,-0.36586956521739145
PAN,2020-07-08,-0.3595652173913045
PAN,2020-07-09,-0.3532608695652175
PAN,2020-07-10,-0.34695652173913055
PAN,2020-07-11,-0.3406521739130436
PAN,2020-07-12,-0.3343478260869567
PAN,2020-07-13,-0.32804347826086966
PAN,2020-07-14,-0.32173913043478275
PAN,2020-07-15,-0.3154347826086958
PAN,2020-07-16,-0.3091304347826088
PAN,2020-07-17,-0.30282608695652186
PAN,2020-07-18,-0.2965217391304349
PAN,2020-07-19,-0.290217391304348
PAN,2020-07-20,-0.28391304347826096
PAN,2020-07-21,-0.27760869565217405
PAN,2020-07-22,-0.2713043478260871
PAN,2020-07-23,-0.2650000000000001
PAN,2020-07-24,-0.25869565217391316
PAN,2020-07-25,-0.2523913043478262
PAN,2020-07-26,-0.24608695652173923
PAN,2020-07-27,-0.2397826086956523
PAN,2020-07-28,-0.23347826086956533
PAN,2020-07-29,-0.22717391304347836
PAN,2020-07-30,-0.22086956521739143
PAN,2020-07-31,-0.21456521739130446
PAN,2020-08-01,-0.2082608695652175
PAN,2020-08-02,-0.20195652173913053
PAN,2020-08-03,-0.19565217391304357
PAN,2020-08-04,-0.18934782608695663
PAN,2020-08-05,-0.18304347826086967
PAN,2020-08-06,-0.1767391304347827
PAN,2020-08-07,-0.17043478260869577
PAN,2020-08-08,-0.1641304347826088
PAN,2020-08-09,-0.15782608695652184
PAN,2020-08-10,-0.15152173913043487
PAN,2020-08-11,-0.1452173913043479
PAN,2020-08-12,-0.13891304347826094
PAN,2020-08-13,-0.13260869565217404
PAN,2020-08-14,-0.12630434782608707
PAN,2020-08-15,-0.1200000000000001
PAN,2020-08-16,-0.11369565217391314
PAN,2020-08-17,-0.10739130434782618
PAN,2020-08-18,-0.10108695652173921
PAN,2020-08-19,-0.09478260869565225
PAN,2020-08-20,-0.08847826086956528
PAN,2020-08-21,-0.08217391304347832
PAN,2020-08-22,-0.07586956521739141
PAN,2020-08-23,-0.06956521739130445
PAN,2020-08-24,-0.06326086956521748
PAN,2020-08-25,-0.05695652173913052
PAN,2020-08-26,-0.05065217391304355
PAN,2020-08-27,-0.04434782608695659
PAN,2020-08-28,-0.03804347826086962
PAN,2020-08-29,-0.031739130434782714
PAN,2020-08-30,-0.02543478260869575
PAN,2020-08-31,-0.019130434782608785
PAN,2020-09-01,-0.01282608695652182
PAN,2020-09-02,-0.006521739130434856
PAN,2020-09-03,-0.00021739130434789145
PAN,2020-09-04,0.006086956521739073
PAN,2020-09-05,0.012391304347826038
PAN,2020-09-06,0.018695652173913002
PAN,2020-09-07,0.02499999999999991
PAN,2020-09-08,0.031304347826086876
PAN,2020-09-09,0.03760869565217384
PAN,2020-09-10,0.043913043478260805
PAN,2020-09-11,0.05021739130434777
PAN,2020-09-12,0.056521739130434734
PAN,2020-09-13,0.0628260869565217
PAN,2020-09-14,0.06913043478260861
PAN,2020-09-15,0.07543478260869557
PAN,2020-09-16,0.08173913043478254
PAN,2020-09-17,0.0880434782608695
PAN,2020-09-18,0.09434782608695647
PAN,2020-09-19,0.10065217391304337
PAN,2020-09-20,0.1069565217391304
PAN,2020-09-21,0.1132608695652173
PAN,2020-09-22,0.11956521739130432
PAN,2020-09-23,0.12586956521739123
PAN,2020-09-24,0.13217391304347825
PAN,2020-09-25,0.13847826086956516
PAN,2020-09-26,0.14478260869565207
PAN,2020-09-27,0.1510869565217391
PAN,2020-09-28,0.157391304347826
PAN,2020-09-29,0.16369565217391302
PAN,2020-09-30,0.16999999999999993
PAN,2020-10-01,0.18086956521739123
PAN,2020-10-02,0.19173913043478252
PAN,2020-10-03,0.20260869565217382
PAN,2020-10-04,0.21347826086956512
PAN,2020-10-05,0.22434782608695641
PAN,2020-10-06,0.2352173913043477
PAN,2020-10-07,0.246086956521739
PAN,2020-10-08,0.2569565217391303
PAN,2020-10-09,0.2678260869565216
PAN,2020-10-10,0.2786956521739129
PAN,2020-10-11,0.2895652173913042
PAN,2020-10-12,0.3004347826086955
PAN,2020-10-13,0.31130434782608674
PAN,2020-10-14,0.3221739130434781
PAN,2020-10-15,0.33304347826086933
PAN,2020-10-16,0.3439130434782607
PAN,2020-10-17,0.3547826086956519
PAN,2020-10-18,0.3656521739130433
PAN,2020-10-19,0.3765217391304345
PAN,2020-10-20,0.38739130434782587
PAN,2020-10-21,0.3982608695652171
PAN,2020-10-22,0.40913043478260847
PAN,2020-10-23,0.4199999999999997
PAN,2020-10-24,0.430869565217391
PAN,2020-10-25,0.4417391304347823
PAN,2020-10-26,0.4526086956521736
PAN,2020-10-27,0.4634782608695649
PAN,2020-10-28,0.4743478260869562
PAN,2020-10-29,0.4852173913043475
PAN,2020-10-30,0.4960869565217388
PAN,2020-10-31,0.5069565217391301
PAN,2020-11-01,0.5178260869565214
PAN,2020-11-02,0.5286956521739127
PAN,2020-11-03,0.5395652173913039
PAN,2020-11-04,0.5504347826086953
PAN,2020-11-05,0.5613043478260866
PAN,2020-11-06,0.5721739130434779
PAN,2020-11-07,0.5830434782608691
PAN,2020-11-08,0.5939130434782605
PAN,2020-11-09,0.6047826086956518
PAN,2020-11-10,0.615652173913043
PAN,2020-11-11,0.6265217391304343
PAN,2020-11-12,0.6373913043478256
PAN,2020-11-13,0.648260869565217
PAN,2020-11-14,0.6591304347826082
PAN,2020-11-15,0.6699999999999995
PAN,2020-11-16,0.6808695652173908
PAN,2020-11-17,0.6917391304347821
PAN,2020-11-18,0.7026086956521734
PAN,2020-11-19,0.7134782608695647
PAN,2020-11-20,0.724347826086956
PAN,2020-11-21,0.7352173913043473
PAN,2020-11-22,0.7460869565217386
PAN,2020-11-23,0.7569565217391299
PAN,2020-11-24,0.7678260869565212
PAN,2020-11-25,0.7786956521739125
PAN,2020-11-26,0.7895652173913038
PAN,2020-11-27,0.800434782608695
PAN,2020-11-28,0.8113043478260864
PAN,2020-11-29,0.8221739130434776
PAN,2020-11-30,0.833043478260869
PAN,2020-12-01,0.8439130434782602
PAN,2020-12-02,0.8547826086956516
PAN,2020-12-03,0.8656521739130428
PAN,2020-12-04,0.8765217391304341
PAN,2020-12-05,0.8873913043478254
PAN,2020-12-06,0.8982608695652167
PAN,2020-12-07,0.909130434782608
PAN,2020-12-08,0.9199999999999993
PAN,2020-12-09,0.9308695652173906
PAN,2020-12-10,0.9417391304347819
PAN,2020-12-11,0.9526086956521732
PAN,2020-12-12,0.9634782608695645
PAN,2020-12-13,0.9743478260869558
PAN,2020-12-14,0.985217391304347
PAN,2020-12-15,0.9960869565217384
PAN,2020-12-16,1.0069565217391296
PAN,2020-12-17,1.017826086956521
PAN,2020-12-18,1.0286956521739121
PAN,2020-12-19,1.0395652173913037
PAN,2020-12-20,1.0504347826086948
PAN,2020-12-21,1.0613043478260862
PAN,2020-12-22,1.0721739130434775
PAN,2020-12-23,1.0830434782608687
PAN,2020-12-24,1.09391304347826
PAN,2020-12-25,1.1047826086956514
PAN,2020-12-26,1.1156521739130425
PAN,2020-12-27,1.126521739130434
PAN,2020-12-28,1.1373913043478252
PAN,2020-12-29,1.1482608695652166
PAN,2020-12-30,1.159130434782608
PAN,2020-12-31,1.169999999999999
PAN,2021-01-01,1.1804444444444435
PAN,2021-01-02,1.190888888888888
PAN,2021-01-03,1.2013333333333325
PAN,2021-01-04,1.211777777777777
